ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L1_336,General Terms of Service,you represent and warrant that such content is accurate . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_337,General Terms of Service,see the termination and account cancellation section below for information on canceling your account . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_338,General Terms of Service,"judicial proceedings ( other than small claims actions ) that are excluded from the arbitration agreement in section 19 must be brought in state or federal court in san francisco , california , unless we both agree to some other location . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_339,General Terms of Service,"offer , as a host , any accommodation that you do not yourself own or have permission to make available as a residential or other property through the airbnb platform ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_340,General Terms of Service,"you represent and warrant that ( 1 ) you are not organized under the laws of , operating from , or otherwise ordinarily resident in a country or territory that is the target or comprehensive u.s. economic or trade sanctions ( i.e. , an embargo ) or ( 2 ) identified on a list of prohibited or restricted persons , such as the u.s. treasury department 's list of specially designated nationals and blocked persons , or ( 3 ) otherwise the target of u.s. sanctions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_341,General Terms of Service,"you must complete the opt-out notice form by providing the information called for in the form , including your name , address ( including street address , city , state and zip code ) , and the user id ( s ) and email address ( es ) associated with the ebay account ( s ) to which the opt-out applies . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_342,General Terms of Service,will these terms of service ever change ? ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_343,General Terms of Service,"post any information that is abusive , threatening , obscene , defamatory , libelous , or racially , sexually , religiously , or otherwise objectionable or offensive or engage in ongoing toxic behavior , such as by repeatedly posting information on an unsolicited basis . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_344,General Terms of Service,15.2 you expressly acknowledge and agree that your access to and use of the services is at your sole risk . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_345,General Terms of Service,this website may contain hyperlinks to websites operated by parties other than tripadvisor . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_346,General Terms of Service,"you agree that these rights and licenses are royalty free , transferable , sub-licensable , worldwide and irrevocable ( for so long as your content is stored with us ) , and include a right for evernote to make such content available to , and pass these rights along to , others with whom evernote has contractual relationships related to the provision of the service , solely for the purpose of providing such services , and to otherwise permit access to or disclose your content to third parties if evernote determines such access is necessary to comply with its legal obligations . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_347,General Terms of Service,"given the breadth of our services , we sometimes need to craft additional terms and conditions for specific services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_348,General Terms of Service,we are not responsible for the accuracy of any third party 's privacy policy or for ensuring that third parties comply with their privacy policies . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_349,General Terms of Service,1.6 the airbnb platform may contain links to third-party websites or resources ( `` third-party services '' ) . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_350,General Terms of Service,5.6 some terms of this agreement will survive and continue after termination . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_351,General Terms of Service,"you may choose to have the arbitration conducted by telephone , based on written submissions , or in person in the county where you live or at another mutually agreed location . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_352,General Terms of Service,"we may terminate your account if we determine in our discretion that such action is necessary or advisable to comply with legal requirements or protect the rights or interests of linden lab , the service community or any third party . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_353,General Terms of Service,"post any information that contains nudity , excessive violence , or offensive subject matter or that contains a link to such content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_354,General Terms of Service,children from the age of 13 may use a nintendo account set up for them by their parent or legal guardian which is not an associated nintendo account . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_355,General Terms of Service,any digital products registered to your nintendo account and any updates of such digital products are licensed only for personal and non-commercial use on a user device . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_356,General Terms of Service,5.2 we may terminate your accounts for violation of this agreement . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_357,General Terms of Service,"you are allowed to purchase virtual items through the service , and not in any other way . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_358,General Terms of Service,"fitbit may enable you to post , upload , store , share , send , or display photos , images , video , data , text , music , exercise regimens , food logs , recipes , comments , and other information and content ( `` your content '' ) to and via the fitbit service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_359,General Terms of Service,please note that this procedure is exclusively for notifying amazon that your copyrighted material has been infringed . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_360,General Terms of Service,"17.1 unless you reside in the eu , you acknowledge and agree that , to the maximum extent permitted by law , the entire risk arising out of your access to and use of the airbnb platform and collective content , your publishing or booking of any listing via the airbnb platform , your stay at any accommodation , participation in any experience or event or use of any other host service or any other interaction you have with other members whether in person or online remains with you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_361,General Terms of Service,"after you place an order , you may receive a communication from us acknowledging that we have received your order ( `` order acknowledgement '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_362,General Terms of Service,"content that may infringe any patent , trademark , trade secret , copyright or other intellectual or proprietary right of any party . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
