id,layer,category,text,violation_type,law_statute,label,source_name,source_url,notes,needs_human_review
L1_1107,1,General Terms of Service,"upon your acceptance of these terms and submission of your order , you hereby agree that linden lab or an applicable payment service provider ( collectively , for purposes of this section 4.3 , `` we '' ) have the right to automatically charge your credit card or debit your account ( or other payment method ) for the applicable fees or charges , plus any applicable taxes that we are required to collect , and you authorize us to do so . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_890,1,General Terms of Service,"vimeo reserves the right to deny subscriptions , renewals , and other purchases for any reason . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_757,1,General Terms of Service,amendments will be effective upon uber 's posting of such updated terms at this location or the amended policies or supplemental terms on the applicable service . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1850,1,General Terms of Service,"the site , services and collective content are protected by copyright , trademark , and other laws of the united states and foreign countries . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1788,1,General Terms of Service,"if you are under 18 , you may use the amazon services only with involvement of a parent or guardian . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_300,1,General Terms of Service,"linden lab hereby grants you a non-exclusive , non-transferable , non-sublicenseable , limited , personal , revocable license to access and use the service on an internet device as set forth in these terms and expressly conditioned upon you and each of your accounts remaining active , in good standing , and in compliance with these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_313,1,General Terms of Service,the limitations specified in this section will survive and apply even if any limited remedy specified in these terms is found to have failed of its essential purpose . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_62,3,Loan App / Fintech,"The app fails to provide a standardized Key Fact Statement (KFS) prior to contract execution, hiding processing fees. Applicable across all digital channels.",Omission of Key Fact Statement,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L2_48,2,Loan App / Fintech,"RBI imposed a monetary penalty of Rs 10 lakh on a fintech NBFC for unauthorized loan disbursals, partial credit risk-taking outside its permitted role, and non-compliance with service-provider agreements and grievance redressal mechanisms.",Multiple compliance failures including grievance mechanism absence,RBI regulatory action under the RBI Act 1934,High-risk,"News on Air (Government of India), reporting RBI penalty order, March 2025",https://newsonair.gov.in/penalties-on-4-non-banking-fin-companies-for-non-compliance-with-regulatory-guidelines,"Named entity: Bridge Fintech Solutions Pvt Ltd (Finzy) — real, dated regulatory penalty.",False
L3_116,3,Gig Contract,Deductions for operational delays are capped at transparent pre-disclosed rates and subject to mandatory human review.,Compliant fee deduction limit,Fair Conditions / Code on Wages,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for Gig Worker Legislation,False
L1_595,1,General Terms of Service,"( c ) by placing an order through the products , you warrant that : ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_66,2,Loan App / Fintech,"The Statement of Objects and Reasons attached to the Karnataka Micro Loan and Small Loan (Prevention of Coercive Actions) Act, 2025 states that unregulated 'micro loan, small loan, private finance and other unregulated lending' operators were 'harassing and strangulating the borrowing community,' that borrowers were 'constrained to pay sometimes double the amount or more, towards interest,' and that borrowers were 'driven to streets and driven to commit suicide.'",Coercive recovery / usurious interest driving borrower suicides,Karnataka Micro Loan and Small Loan (Prevention of Coercive Actions) Act 2025 (Act No. 15 of 2025),High-risk,PRS Legislative Research (official Bill/Act text),https://prsindia.org/files/bills_acts/bills_states/karnataka/2025/Bill6of2025KA.pdf,Legislature's own stated rationale. Penalties for violation: up to Rs 5 lakh fine and up to 10 years imprisonment. Act explicitly excludes RBI-registered NBFCs/banks -- targets the unregulated moneylending sector only.,False
L1_1942,1,General Terms of Service,you agree that any termination of your nintendo account may also affect any associated nintendo accounts as described in article 2 . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1609,1,General Terms of Service,"any failure by oculus to insist upon or enforce performance by you of any of the provisions of these terms or to exercise any rights or remedies under these terms or otherwise by law will not be construed as a waiver or relinquishment of any right to assert or rely upon the provision , right or remedy in that or any other instance ; rather , the provision , right or remedy will be and remain in full force and effect . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_197,1,General Terms of Service,modification : this agreement may not be modified except by a revised terms of service posted by vimeo on the vimeo site or a written amendment signed by an authorized representative of vimeo . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_626,1,General Terms of Service,evernote 's data protection laws say my data is mine -- what does that mean ? ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_688,1,General Terms of Service,"if you believe that any content on the airbnb platform infringes copyrights you own , please notify us in accordance with our copyright policy . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_537,1,General Terms of Service,"15.6 if we take any of the measures described above ( i ) we may refund your guests in full for any and all confirmed bookings that have been cancelled , irrespective of preexisting cancellation policies , and ( ii ) you will not be entitled to any compensation for pending or confirmed bookings that were cancelled . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_396,1,General Terms of Service,you may not assign this agreement or your account without the prior written consent of linden lab . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_332,1,General Terms of Service,"you agree to defend and indemnify tripadvisor and its affiliates and any of their officers , directors , employees and agents from and against any claims , causes of action , demands , recoveries , losses , damages , fines , penalties or other costs or expenses of any kind or nature including but not limited to reasonable legal and accounting fees , brought by third parties as a result of : ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1488,1,General Terms of Service,"because neither tripadvisor nor its affiliates are parties to rental transactions between travelers and advertisers , any dispute or conflict involving an actual or potential transaction between you and an advertiser , including the quality , condition , safety or legality of a listed property , the accuracy of the listing content , the advertiser 's ability to rent a vacation rental property , or your ability to pay for a vacation rental property , is solely the responsibility of each user . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1887,1,General Terms of Service,you can form a binding contract with snap group limited . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1045,1,General Terms of Service,"you are responsible for safeguarding your account , so use a strong password and limit its use to this account . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_12,2,Gig Contract,"Platform's total liability for any and all failures under the agreement is capped at a nominal fixed amount (reported as Rs 200), regardless of actual harm caused to the driver.",Grossly disproportionate liability cap,Indian Contract Act 1872 (unconscionable terms); unfair contract terms doctrine,High-risk,Ola Master Service Agreement (analysis),https://archive.factordaily.com/ola-contract-driver-analysis/,,False
